title,year,certificate,duration,genre,rating,description,stars,votes
Ethos,(2020),TV-MA,50 min,"Drama, Thriller",8.5,"A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, - some by chance and some by force of will.","['Öykü Karayel, ', 'Fatih Artman, ', 'Funda Eryigit, ', 'Defne Kayalar']","26,869"
Grand Designs,(1999– ),TV-G,50 min,"Documentary, Reality-TV",8.5,"Kevin McCloud follows people as they build their dream house, often focusing on modern design, energy efficiency, maximizing space and views.","['Kevin McCloud, ', 'Jeremy Till, ', 'Robert Gaukroger, ', 'Deborah Sheridan-Taylor']","3,181"
Go! Live Your Way,(2019),TV-Y7,,"Comedy, Family, Musical",8.5,Mía asks Ramiro if he and her mother had a relationship. Álvaro worries about changing schools. The students say goodbye to a teacher.,"['Pilar Pascual, ', 'José Gimenez Zapiola, ', 'Renata Toscano Bruzón, ', 'Santiago Saez']",12
The Boondocks,(2005–2014),TV-MA,22 min,"Animation, Action, Comedy",8.5,"After getting beaten up by the mean and blind Col. Stinkmeaner, a humiliated Granddad wants a rematch.","['Joe Horne, ', 'Lesean Thomas', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",494
The Boondocks,(2005–2014),TV-MA,21 min,"Animation, Action, Comedy",8.5,"When Tom is wrongfully accused for murder, Huey and Riley enlist the help of Ed III and his friend, Gin Rummy to find the real killer.","['Joe Horne, ', 'Lesean Thomas', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",492
Go! Live Your Way,(2019),TV-Y7,,"Comedy, Family, Musical",8.5,"The group puts on their performance at nationals, facing off against some unexpected competition. Meanwhile, Mía, Álvaro, and Lupe must face the future.","['Pilar Pascual, ', 'José Gimenez Zapiola, ', 'Renata Toscano Bruzón, ', 'Santiago Saez']",11
Léon: The Professional,(1994),R,110 min,"Action, Crime, Drama",8.5,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","['Luc Besson', '| ', '    Stars:', 'Jean Reno, ', 'Gary Oldman, ', 'Natalie Portman, ', 'Danny Aiello']","1,147,345"
The Punisher,(2017–2019),TV-MA,53 min,"Action, Crime, Drama",8.5,"After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as ""The Punisher,"" with only one goal in mind: to avenge them.","['Jon Bernthal, ', 'Amber Rose Revah, ', 'Ben Barnes, ', 'Jason R. Moore']","231,599"
Great Teacher Onizuka,(1999–2000),TV-MA,24 min,"Animation, Comedy, Drama",8.5,"About Eikichi Onizuka, a 22-year-old ex-gangster member and a virgin. He has one ambition that no one ever expected from him. His solely life purpose is to become the greatest high school teacher ever.","['Steve Blum, ', 'Kirk Thornton, ', ""Jun'ichi Suwabe, "", 'Wataru Takagi']","9,298"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.5,Evox targets the Beast Bots to stop the Beast Morphers Rangers from forming their Megazord.,"['Oliver Driver', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",43
Daniel Sloss: Live Shows,(2018),TV-MA,118 min,Comedy,8.5,"The dark mind of Daniel Sloss is back, and he's ready to find the funny in some very taboo topics, from the deeply personal to the highly irreverent.",['Daniel Sloss'],"3,569"
Modern Family,(2009–2020),TV-PG,22 min,"Comedy, Drama, Romance",8.5,Three different but related families face trials and tribulations in their own uniquely comedic ways.,"[""Ed O'Neill, "", 'Sofía Vergara, ', 'Julie Bowen, ', 'Ty Burrell']","423,963"
Ozark,(2017–2022),TV-MA,60 min,"Crime, Drama, Thriller",8.5,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.","['Jason Bateman, ', 'Laura Linney, ', 'Sofia Hublitz, ', 'Skylar Gaertner']","309,552"
Modern Family,(2009–2020),TV-PG,22 min,"Comedy, Drama, Romance",8.5,Three different but related families face trials and tribulations in their own uniquely comedic ways.,"[""Ed O'Neill, "", 'Sofía Vergara, ', 'Julie Bowen, ', 'Ty Burrell']","423,968"
Suits,(2011–2019),TV-14,44 min,"Comedy, Drama",8.5,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.","['Gabriel Macht, ', 'Patrick J. Adams, ', 'Meghan Markle, ', 'Sarah Rafferty']","405,863"
Vikings,(2013–2020),TV-MA,44 min,"Action, Adventure, Drama",8.5,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.","['Katheryn Winnick, ', 'Gustaf Skarsgård, ', 'Alexander Ludwig, ', 'Georgia Hirst']","524,630"
Never Have I Ever,(2020–2023),TV-14,23 min,"Comedy, Drama",8.5,"With absentee parents, a shallow girlfriend and no one to hang out with, Ben Gross is lonelier than ever, until an unlikely invitation offers some hope.","['Kabir Akhtar', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,110"
The Last Kingdom,(2015–2022),TV-MA,60 min,"Action, Drama, History",8.5,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright.","['Alexander Dreymon, ', 'Eliza Butterworth, ', 'Arnas Fedaravicius, ', 'Mark Rowley']","136,936"
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.5,"On a forced vacation, Zuko, Azula, Ty Lee and Mai try to blend in with normal teenagers and learn about themselves and one another. Aang and company are attacked by an ominous assassin.","['Joaquim Dos Santos', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,960"
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.5,The kids battle Long Feng and the Dai Li when they attempt to show the Earth King the vast conspiracy taking place in his city. Zuko becomes seriously ill and has feverish dreams as he faces a spiritual crisis.,"['Ethan Spaulding', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,405"
Dexter,(2006–2013),TV-MA,55 min,"Crime, Drama, Mystery",8.5,"Dexter is joined by Rita, Debra and Rudy for a weekend away when he learns that his biological father, whom he was told died thirty years ago, has just recently passed away and left him everything he owned, including his house.","['Adam Davidson', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,455"
Community,(2009–2015),TV-14,22 min,Comedy,8.5,A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,"['Joel McHale, ', 'Danny Pudi, ', 'Donald Glover, ', 'Chevy Chase']","261,138"
Gladiator,(2000),R,155 min,"Action, Adventure, Drama",8.5,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"['Ridley Scott', '| ', '    Stars:', 'Russell Crowe, ', 'Joaquin Phoenix, ', 'Connie Nielsen, ', 'Oliver Reed']","1,481,531"
Schitt's Creek,(2015–2020),TV-14,22 min,Comedy,8.5,"After being a victim of fraud, Johnny Rose and his family go from extremely wealthy to penniless overnight. The only asset left to them is a small, unsophisticated town: Schitt's Creek. They relocate there. Culture shock ensues.","['Eugene Levy, ', ""Catherine O'Hara, "", 'Dan Levy, ', 'Annie Murphy']","118,638"
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.5,Renji and Ichigo engage in battle?,"['Kino Abe, ', 'Kazunori Mizuno', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', ""Shin'ichirô Miki, "", 'Kiyoyuki Yanada']",566
Dahmer - Monster: The Jeffrey Dahmer Story,(2022),TV-MA,534 min,"Biography, Crime, Drama",8.5,Story of the Milwaukee Monster told from the perspective of the victims and police incompetency that allowed the Wisconsin native to go on a multiyear killing spree.,"['Evan Peters, ', 'Richard Jenkins, ', 'Molly Ringwald, ', 'Niecy Nash']","5,580"
Spirit Riding Free,(2017–2019),TV-Y7,,"Animation, Action, Adventure",8.5,Add a Plot,"['Stephen Cooper, ', 'Sean P. Mullen, ', 'Allan Jacobsen', '| ', '    Stars:', 'Amber Frank, ', 'Bailey Gambertoglio, ', 'Sydney Park, ', 'Dee Bradley Baker']",16
Vikings,(2013–2020),TV-MA,44 min,"Action, Adventure, Drama",8.5,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.","['Katheryn Winnick, ', 'Gustaf Skarsgård, ', 'Alexander Ludwig, ', 'Georgia Hirst']","524,642"
The Expanse,(2015–2022),TV-14,60 min,"Drama, Mystery, Sci-Fi",8.5,"In the 24th century, a group of humans untangle a vast plot which threatens the Solar System's fragile state of detente.","['Steven Strait, ', 'Dominique Tipper, ', 'Wes Chatham, ', 'Shohreh Aghdashloo']","151,611"
The Last Kingdom,(2015–2022),TV-MA,60 min,"Action, Drama, History",8.5,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright.","['Alexander Dreymon, ', 'Eliza Butterworth, ', 'Arnas Fedaravicius, ', 'Mark Rowley']","136,939"
Dexter,(2006–2013),TV-MA,56 min,"Crime, Drama, Mystery",8.5,"Dexter remains on the trail of a dangerous new victim, while the traumatized Debra loses control on the job and a high-profile FBI agent arrives in Miami to investigate a newly discovered serial killer.","['Marcos Siega', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,036"
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.5,"A new copycat killer openly mimics and claims to be inspired by the ""Bay Harbor Butcher,"" driving the annoyed Dexter into the arms of Lila, a development that could spell the end of his relationship with Rita.","['Nick Gomez', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","4,783"
Spartacus,(2010–2013),TV-MA,55 min,"Action, Adventure, Biography",8.5,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.","['Andy Whitfield, ', 'Lucy Lawless, ', 'Manu Bennett, ', 'Daniel Feuerriegel']","241,105"
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.5,"Ichigo, still battling Captain Zaraki, senses a loss of Chad's reiatsu and fears the worst.","['Kino Abe, ', 'Mitsutaka Noshitani', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumihiko Tachiki, ', 'Akio Ôtsuka, ', 'Toshiyuki Morikawa']",562
The IT Crowd,(2006–2013),TV-14,25 min,Comedy,8.5,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.","[""Chris O'Dowd, "", 'Richard Ayoade, ', 'Katherine Parkinson, ', 'Matt Berry']","151,277"
Ngeri-Ngeri Sedap,(2022),,114 min,"Comedy, Drama",8.5,Parents from the Batak tribe pretend to fight so that their children come home from overseas.,"['Bene Dion Rajagukguk', '| ', '    Stars:', 'Arswendy Bening Swara, ', 'Tika Panggabean, ', 'Boris Bokir, ', 'Ghita Bhebhita']",778
Hilda,(2018– ),TV-Y7,24 min,"Animation, Adventure, Comedy",8.5,"A fearless blue-haired girl named Hilda leaves the forest to go to town and find new friends, great adventures, magic and mysterious creatures who might be dangerous.","['Bella Ramsey, ', 'Ameerah Falzon-Ojo, ', 'Oliver Nelson, ', 'Daisy Haggard']","10,730"
Prison Playbook,(2017–2018),,90 min,"Comedy, Drama",8.5,"Baseball pitcher Kim Je-hyeok becomes a convict overnight after being sent to prison for defending his sister from a sexual assault, days before he was due to fly to the US to join the Boston Red Sox.","['Park Hae-soo, ', 'Jung Kyung-ho, ', 'Krystal Jung, ', 'Kyoo-hyung Lee']","3,421"
Borgen,(2010–2022),TV-14,58 min,Drama,8.5,"A political drama about a prime minister's rise to power, and how power changes a prime minister.","['Sidse Babett Knudsen, ', 'Birgitte Hjort Sørensen, ', 'Søren Malling, ', 'Lisbeth Wulff']","26,360"
F Is for Family,(2015–2021),TV-MA,29 min,"Animation, Comedy, Drama",8.5,"As Sue sets out on a star-crossed trek to the hospital, Frank races to catch a flight home - and vows to settle things with his dad once and for all.","['Sylvain Lavoie, ', 'Rich Wilkie', '| ', '    Stars:', 'Bill Burr, ', 'Laura Dern, ', 'Justin Long, ', 'Debi Derryberry']",455
Signal,(2016),,80 min,"Crime, Drama, Fantasy",8.5,Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.,"['Lee Jehoon, ', 'Kim Hye-su, ', 'Cho Jin-woong, ', 'Kim Won-Hae']","7,068"
Hotel Del Luna,(2019),,78 min,"Action, Comedy, Drama",8.5,"While Chan Seong tries to get his job back, Man Wol grows annoyed when she learns he's being set up with a chaebol guest's granddaughter.","['Choong Hwan Oh', '| ', '    Stars:', 'Ji-eun Lee, ', 'Yeo Jin-gu, ', 'Shin Jeong-geun, ', 'Bae Hae-sun']",111
Hotel Del Luna,(2019),,80 min,"Action, Comedy, Drama",8.5,"Man Wol is shaken by the appearance of Chan Seong's ex-girlfriend, who brings up her most painful memories.","['Choong Hwan Oh', '| ', '    Stars:', 'Ji-eun Lee, ', 'Yeo Jin-gu, ', 'Shin Jeong-geun, ', 'Bae Hae-sun']",113
Sense8: Creating the World,(2015 TV Short),,26 min,"Documentary, Short, Sci-Fi",8.5,"Go behind the scenes and around the world with the ""Sense8"" cast and crew in this in-depth look at how the hit series is made.","['Josh Oreck, ', 'Lana Wachowski', '| ', '    Stars:', 'Freema Agyeman, ', 'Aml Ameen, ', 'Naveen Andrews, ', 'Crispin Buxton']","2,690"
RuPaul's Drag Race All Stars,(2012– ),TV-14,60 min,"Game-Show, Reality-TV",8.5,New show will serve up a new twist on the mega-hit RuPaul's Drag Race as it pits queens from previous seasons in a wig-to-wig drag battle royale.,"['RuPaul, ', 'Michelle Visage, ', 'Carson Kressley, ', 'Ross Mathews']","8,533"
Moving Art: Underwater,(2015),,26 min,"Documentary, Short",8.5,"The wonder, mystery and majesty of the ocean's creatures. An underwater, cinematic odyssey of the depts.",['Howard Hall'],129
Love/Hate,(2010–2014),,51 min,"Crime, Drama",8.5,"The story of the organized crime scene of Dublin is revealed, centered on Darren, who wants to stay out of trouble but ends up returning to his old habits and his old gang.","['Tom Vaughan-Lawlor, ', 'Killian Scott, ', 'Aoibhinn McGinnity, ', 'Charlie Murphy']","6,847"
Yu Yu Hakusho: Ghost Files,(1992–1995),TV-PG,24 min,"Animation, Action, Adventure",8.5,"One day, 14-year-old Yusuke Urameshi suddenly finds himself dead, having died pushing a child out of the way of oncoming traffic. Since he has such a bad personality, even the Spirit World ...                See full summary »","['Nozomu Sasaki, ', 'Justin Cook, ', 'Christopher Sabat, ', 'Cynthia Cranz']","13,711"
Teenage Bounty Hunters,(2020),TV-MA,,"Comedy, Crime, Drama",8.5,The twins take off on a road trip to uncover their mom's secrets but wind up revealing some of their own. Bowser reluctantly joins forces with Terrance.,"['Stephen Falk', '| ', '    Stars:', 'Maddie Phillips, ', 'Anjelica Bette Fellini, ', 'Kadeem Hardison, ', 'Virginia Williams']",787
Queer Eye,(2018– ),TV-14,,Reality-TV,8.5,"His 10-year-old daughter calls him a ""man child."" But can this larger-than-life single dad grow up and become the adult she needs him to be?","['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",268
El marginal,(2016–2022),TV-MA,,"Crime, Drama, Mystery",8.5,"The Borges are kidnapped by Bruni and the Sub-21, but in order to be free, they must fight them and kill the ones necessary. The only problem is that Cristian finds out Bruni had his father...                See full summary »","['Alejandro Ciancio', '| ', '    Stars:', 'Martina Gusman, ', 'Gerardo Romano, ', 'Claudio Rissi, ', 'Carlos Portaluppi']",73
2 Good 2 Be True,(2022– ),,31 min,"Comedy, Drama, Romance",8.5,"Car mechanic Eloy makes a terrible first impression on Ali, who works for a real estate magnate. But both of them are hiding their true personas.","['Kathryn Bernardo, ', 'Daniel Padilla, ', 'Gelli de Belen, ', 'Cris Villanueva']",67
Chocolate,(2019–2020),,,"Drama, Romance",8.5,A young patient on his way to deliver a birthday gift to his mother gets a ride from Kang. Cha Yeong fulfills a favor for Lee Joon. (Source: Netflix),"['Lee Hyeong-min', '| ', '    Stars:', 'Ha Ji-Won, ', 'Yoon Kyesang, ', 'Seung-jo Jang, ', 'Jin-Woong Min']",14
Hotel Del Luna,(2019),,87 min,"Action, Comedy, Drama",8.5,Chan Seong confronts the killer. Yoo Na visits her own memorial with Hyun Joong. Ma Go Shin and the Grim Reaper observe a curiosity in Man Wol's tree.,"['Choong Hwan Oh', '| ', '    Stars:', 'Ji-eun Lee, ', 'Yeo Jin-gu, ', 'Shin Jeong-geun, ', 'Bae Hae-sun']",110
Happy Valley,(2014–2022),TV-MA,58 min,"Crime, Drama, Thriller",8.5,Yorkshire based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,"['Sarah Lancashire, ', 'Siobhan Finneran, ', 'Charlie Murphy, ', 'James Norton']","39,851"
The Sandman,(2022– ),TV-MA,44 min,"Drama, Fantasy, Horror",8.5,A lead on the whereabouts of his helm compels Morpheus to seek an audience with Lucifer. A confused John receives a helping hand from a good Samaritan.,"['Jamie Childs', '| ', '    Stars:', 'Tom Sturridge, ', 'Patton Oswalt, ', 'Gwendoline Christie, ', 'Sarah Niles']","6,916"
Queer Eye,(2018– ),TV-14,45 min,Reality-TV,8.5,"A new Fab Five set out to Atlanta to help some of the city's people refine their wardrobes, grooming, diet, cultural pursuits, and home décor.","['Jonathan Van Ness, ', 'Antoni Porowski, ', 'Karamo Brown, ', 'Tan France']","18,935"
Rake,(2010–2018),Not Rated,60 min,"Comedy, Drama",8.5,"Criminal lawyer Cleaver Greene defends the indefensible--from bigamists to cannibals and everyone in between. He is champion of the lost cause, both in the courtroom and in the bedroom.","['Richard Roxburgh, ', 'Matt Day, ', 'Kate Box, ', 'Caroline Brazier']","7,976"
Misaeng,(2014),,60 min,Drama,8.5,"This a Drama series about a group of co-workers in their twenties who started their job at a big multinational company. This is a story about their everyday life, about their journey each day at the office.","['Si-wan Yim, ', 'Lee Sung-min, ', 'Kang So-ra, ', 'Kang Ha-neul']","2,050"
